藏品名称,作者,年代,描述,图片链接,详情链接
Stand,Artist/maker unknown,Qing Dynasty (1644-1911),"The decoration on this stand, known as the ""Quaker Farmer"" pattern, is according to Morris family history based on a drawing made by Mary Hollingsworth Morris (1776-1820).  Mary was married to Israel Morris, the tenth child of ""Captain"" Samuel Morris, a prominent Philadelphian active in the China Trade.  The claim is supported by a notation on the reverse of the drawing that reads, ""The China in Table & Tea Sets was recd Executed calld the Cow China.  Pattern for Set of China copied by Mary H. Morris Jan. 7. 1797.""","https://iiif.micr.io/lgUUJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161471
Saucer,Artist/maker unknown,,,"https://iiif.micr.io/jLczp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151752
Saucer,Artist/maker unknown,,,"https://iiif.micr.io/bYTgQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151753
Cup,Artist/maker unknown,,,"https://iiif.micr.io/alSDO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151754
Short Chinese Buddhist Rosary with Semi Precious Stones,Artist/maker unknown,,,"https://iiif.micr.io/IRVSH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/107953
Candlestick,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/prGEc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/147559
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/ncAxx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120948
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/Ziobe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/134817
Saucer,Artist/maker unknown,,,"https://iiif.micr.io/QrXie/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320004
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nRjgA/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/135047
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/vaxUC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152098
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/HNySh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152108
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/WLUPJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320479
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nYYUx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123624
Vase and Cover,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/PKuYj/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123852
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fFQBx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/139416
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/ZgNlD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320492
Tea Table with Figures in a Chinese Formal Garden,Artist/maker unknown,Qing Dynasty (1644-1911),"<P></P>Highly refined lacquer furniture—generally in the form of chests or cabinets made in China and Japan for their domestic markets—was available, in limited quantities, in Europe from as early as the mid-seventeenth century. These costly and cherished objects were found in many of Europe’s most prestigious households, where they were often raised on stands with elaborate gilded or japanned (the European version of lacquer) decoration. 

<P></P>By the early nineteenth century, the fashion for Asian lacquerware had reached the middle classes in Europe and the United States. In response, Asian craftsmen began to manufacture Western-style lacquer furniture such as this example. This table was made for Philadelphian John A. Lewis while he was in China. Lewis’s father was in the China trade and when he died, John and his brother took over the business, which was located at the southeast corner of Walnut and Front Streets in Philadelphia.
","https://iiif.micr.io/KXNFh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/46119
Bowl (Wan),Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/cPEcC/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/58206
Cup,Artist/maker unknown,,,"https://iiif.micr.io/ISqsz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120961
Vase and Cover,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/MjjDQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123850
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/OZwAN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/138563
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),"This plate was made in China, for export to the Islamic market. It is part of an elaborate dessert set made for Azim Jah, a descendent in the Wallajah family and the Nawab of Arcot (ruled 1819 to 1825). The pink pattern is a Chinese copy of a design found on English porcelain.","https://iiif.micr.io/LWJSv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146064
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/boeiG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152099
Collection of Rotted Wood,Mansheng Wang,,,"https://iiif.micr.io/BqWZt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/346036
Platter,Artist/maker unknown,Qing Dynasty (1644-1911),"This platter was made for the Grill family, whose heraldic device was the stork.","https://iiif.micr.io/rbmuv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37773
Platter,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/Alaqv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/126504
Platter,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nJRhg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/150109
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/TRtPf/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152106
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/jUjnX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160289
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nJtSc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160331
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/WvVkt/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160333
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/gJSgx/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160337
Soup Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/FTMLR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160605
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/YodMc/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160870
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fksXP/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160950
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/kWQCQ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161365
Vase,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/qDyQD/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161447
Vase,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/QAkFI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207619
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/WyRco/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320563
Punch Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/Pdrqu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45974
Dish with Cover,Artist/maker unknown,,,"https://iiif.micr.io/Oeffr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/136488
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/EGMoV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160329
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/oqSOI/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160338
Dish,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/EdQEN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160417
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/ucEid/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160793
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/qcKNh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160811
Salt Cellar,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/rLxAr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160960
Salt Cellar,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/tMnrZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160961
Sugar Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/vjJiY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160977
Sander,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/vQCPl/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161444
Vase,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/BsFid/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/207618
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/UMLxO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320632
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/egWyr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/120949
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/JSPXu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/319978
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),"This dish is decorated with Arabic numerals and Qur'anic inscriptions that were thought to have powerful healing properties. The numbers in the center should add up to the same sum in any direction. Porcelain of this type was popular in India and southeast Asia. This piece was purchased in Madras, India.","https://iiif.micr.io/BTYxO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/152105
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nzehG/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160298
Sugar Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/cCURS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160302
Hot Water Pot,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/iFlvi/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160303
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/NFpNa/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160332
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/aKWkr/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160335
Vase,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/YYnbV/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161367
Vase,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fJSro/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161448
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/kDMoh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320642
Inkstone in the Form of a Chinese Zither (Qin),Artist/maker unknown,Qing Dynasty (1644-1911),"The qin is a Chinese-style zither, which was considered the favorite musical instrument of the literati, who would often bring one along to poetic gatherings. By fashioning this inkstone, used for writing calligraphy, in this particular shape the artist emphasized the sophistication of the future owner.","https://iiif.micr.io/ReLHw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/197567
Mug,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/dfYyw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/40341
Hot water plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/VkVHT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119960
Coffeepot,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/ZTWlg/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/123606
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/oysqk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/140334
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/ySWdF/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160301
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/WCLTp/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160336
Soup Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/FtHDL/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160607
Chamber Candlestick,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/aoIIh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160858
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),"The scene on this plate, emblematic of Earth, derives from a series of popular prints depicting the four elements of earth, air, fire and water. The prints are themselves based on paintings by Francesco Albani (Italian, 1578–1660). The lion-drawn chariot carries Roman deities related to the earth: goddesses Ceres (agriculture), Cybele (nature and fertility), and Flora (flowers), and the god Bacchus (wine).","https://iiif.micr.io/XctEq/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160917
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/AhtlZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160993
Tray,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/AoGnw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161176
Mug,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/GJZeE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161376
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/wbBMe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161462
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/MFZyT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320557
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/TogFH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320565
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/pPzsv/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320567
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/PBkMH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320569
Vase,Artist/maker unknown,,,"https://iiif.micr.io/hxztu/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37594
Punch Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/BDwbS/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/38353
Tureen,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/XqaYW/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/82633
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/QbLpY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/119239
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),"The image on this plate, depicting Neptune, Roman god of the sea, is taken from an engraving by Frederick Bloemaert (Dutch, c. 1616-1690) after a drawing by his father, Abraham Bloemaert (1566-1651).","https://iiif.micr.io/mDGVe/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/122742
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/oTvkh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/133164
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/SJMNh/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/135682
Sutra Cover,Artist/maker unknown,Ming Dynasty (1368-1644),"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.","https://iiif.micr.io/sDMyX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146506
Octagonal Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/YnTbw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151760
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/mrNZL/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160297
Ewer with Cover,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/FNfpX/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160978
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/IroOZ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320481
Reticulated Basket and Tray,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fAXTy/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/85922
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/VlttM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/136279
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/qaPjw/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/141572
Sutra Cover,Artist/maker unknown,Ming Dynasty (1368-1644),"<P></P>Buddhist scriptures, or sutras, that are bound accordion-style are often protected with covers composed of paperboard wrapped in decorative silk. Titles and volume numbers appear on strips of paper adhered to the fabric. The use of silk for sutra covers dates back to at least the Tang dynasty (618–907), but most extant examples are from the Ming dynasty (1368–1644) and later, when the printing industry grew in China. In some cases, sutra printings were sponsored by the imperial government, resulting in superior editions based on texts from the palace collection.

<P></P>Complex weaves of lustrous silk, sometimes highlighted by metallic thread, made possible a wide array of patterns and motifs. These include floral scrolls, Buddhist emblems, traditional Chinese symbols of blessings, and Chinese characters with auspicious meanings, all of which are also found on Buddhist ritual vessels and implements made from lacquer, gold, silver, and porcelain. 

<P></P>In 1940 more than five hundred sutra covers, along with a significant assemblage of other textiles, were acquired from Carl Schuster, who served as assistant curator of Chinese art at the Philadelphia Museum of Art from 1935 to 1937. Schuster’s collection is an important resource for the study of Chinese textiles.","https://iiif.micr.io/KIscm/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/146434
Box and Cover,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/xfufH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/149314
Octagonal Plate,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/TTSyN/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/151763
Teapot with Tray,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/orzNk/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160304
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/jKSVT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320561
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/IrhsR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/324908
Beaker,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/iGDLR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/55055
Mustard Pot,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fzLBM/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/57388
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/VPmDd/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/59761
Teapot and Cover,Artist/maker unknown,,,"https://iiif.micr.io/mekov/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/127429
Wash Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/DXwhb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/149312
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/TPovJ/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160300
Bowl,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/nFosT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160327
Platter,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/RIhDE/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160816
Cup,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/WlTOR/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/160990
Basket,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/Mvjcz/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161175
Mug,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/xKomT/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/161377
Bowl,Artist/maker unknown,,,"https://iiif.micr.io/Djrat/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/252352
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/fcGis/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320601
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/vFLFY/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320622
Saucer,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/xuzII/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/320644
Tureen with Stand,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/CWeTb/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/339675
Plate,Artist/maker unknown,Qing Dynasty (1644-1911),"Part of a dinner service, this plate bears the coat of arms of Anders Bachmansson (1697–1772), who was ennobled under the name Nordencrantz in 1743. Bachmansson was a trade councilor and factory owner. Decorative elements in the border—rods, anvils, waterwheels, and furnaces—make reference to his profession; the shell and bees are taken from his coat of arms; and the bear is from his crest.","https://iiif.micr.io/mgPlH/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/37760
Charger,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/pJDxO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/42340
Jug and Cover,Artist/maker unknown,Qing Dynasty (1644-1911),,"https://iiif.micr.io/YYIGO/full/^300,/0/default.jpg",https://www.philamuseum.org/collection/object/45983
